시군구코드,업종코드,년도,업소일련번호,업종명,신고일자,업소명,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업사유,업태명,위생교육수료일자,객실수,한실수,양실수,의자수,욕실수,발한실,세탁기수,허가(신고)번호,내외국인구분,국적,소재지도로명,소재지지번
3060000,211,1994,1,미용업(일반),19940427,SM헤어 & 메이크업,34,02 2090034,20160919,,20180306,상봉제1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 망우로 353 비주거 C동 313호 (상봉동 상봉 프레미어스 엠코),서울특별시 중랑구 상봉동  500번지  상봉 프레미어스 엠코
3060000,211,1994,1,미용업(일반),19940427,SM헤어샵,32.88,02 2090034,20160919,,20180306,상봉제1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 망우로 353 비주거 C동 313호 (상봉동 상봉 프레미어스 엠코),서울특별시 중랑구 상봉동  500번지  상봉 프레미어스 엠코
3060000,211,1994,1,미용업(일반),19940427,SM헤어샵,34,02 2090034,20160919,,20180306,상봉제1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 망우로 353 비주거 C동 313호 (상봉동 상봉 프레미어스 엠코),서울특별시 중랑구 상봉동  500번지  상봉 프레미어스 엠코
3060000,211,1994,1,미용업(일반),19940427,SM헤어 & 메이크업,32.88,02 2090034,20160919,,20141124,신내1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 봉화산로56길 153 102호 (신내동 대명프라자),서울특별시 중랑구 신내동  502번지 5호  
3060000,211,1994,1,미용업(일반),19940427,SM헤어 & 메이크업,34,02 2090034,20160919,,20141124,신내1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 봉화산로56길 153 102호 (신내동 대명프라자),서울특별시 중랑구 신내동  502번지 5호  
3060000,211,1994,1,미용업(일반),19940427,SM헤어샵,32.88,02 2090034,20160919,,20141124,신내1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 봉화산로56길 153 102호 (신내동 대명프라자),서울특별시 중랑구 신내동  502번지 5호  
3060000,211,1994,1,미용업(일반),19940427,SM헤어샵,34,02 2090034,20160919,,20141124,신내1동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-1994-00001,내국인,,서울특별시 중랑구 봉화산로56길 153 102호 (신내동 대명프라자),서울특별시 중랑구 신내동  502번지 5호  
3060000,211,1995,1,미용업(일반),19951004,쎄븐헤어숍,12.22,02 4378641,19970308,,20131028,신내1동,,,일반미용업,,0,0,0,4,0,N,,3060000-211-1995-00001,내국인,,서울특별시 중랑구 신내로 110 상가동 201호 (신내동 동성3차아파트),서울특별시 중랑구 신내동  618번지 상가 동성3차아파트-201
3060000,211,1996,1,미용업(일반),19960429,열사모(YOULSAMO),33,234230830,20131120,,20120625,상봉제1동,20131226,개인사유,일반미용업,,0,,,3,,N,,3060000-211-1996-00001,내국인,,서울특별시 중랑구 봉화산로 130 204호 (상봉동 엘지쌍용아파트상가동),서울특별시 중랑구 상봉동  484번지  엘지쌍용아파트상가동-204
3060000,211,1996,2,미용업(일반),19960208,에스와이헤어스케치(SY헤어스케치),24.49,02 9731968,20121220,,20121220,묵제2동,,,일반미용업,20130221,0,0,0,4,0,N,,3060000-211-1996-00002,내국인,,서울특별시 중랑구 동일로157길 14 (묵동),서울특별시 중랑구 묵동  239번지 91호  
3060000,211,1996,3,미용업(일반),19960828,고은 헤어아트,33.04,234221847,19970621,,20140901,신내2동,20180510,양도,일반미용업,,0,0,0,3,0,N,0,3060000-211-1996-00003,내국인,,서울특별시 중랑구 신내로 135 상가동 112호 (신내동 신내아파트),서울특별시 중랑구 신내동  657번지  
3060000,211,1997,1,미용업(일반),19970528,나영심헤어클럽,26.37,234231729,19970528,,20130507,묵제1동,20140212,개인사정,일반미용업,,0,0,0,3,0,N,,3060000-211-1997-00001,내국인,,서울특별시 중랑구 공릉로12가길 68-3 1층 (묵동),서울특별시 중랑구 묵동  43번지 9호  1층
3060000,211,1997,2,미용업(일반),19970522,연헤어,33,,20130424,,20140917,묵제1동,,,일반미용업,20090327,0,,,3,,N,,3060000-211-1997-00002,내국인,,서울특별시 중랑구 동일로152길 23-1 (묵동),서울특별시 중랑구 묵동  122번지 188호  
3060000,211,1997,3,미용업(일반),19970526,양지헤어샵,21,02 4929309,20021014,,20150813,면목제5동,,,일반미용업,,0,,,2,,N,,3060000-211-1997-00003,내국인,,서울특별시 중랑구 동일로96길 49 (면목동),서울특별시 중랑구 면목동  154번지 41호  
3060000,211,1998,1,미용업(일반),19980620,헤어스토리,33.44,222085657,20130626,,20080919,면목본동,20170915,건강악화,일반미용업,,0,,,3,,N,,3060000-211-1998-00001,내국인,,서울특별시 중랑구 면목로78길 29 (면목동),서울특별시 중랑구 면목동  97번지 41호  
3060000,211,1999,1,미용업(일반),19990715,강헤어콜렉션,33,222084790,19990715,,20180410,면목본동,,,일반미용업,,0,,,4,,N,,3060000-211-1999-00001,내국인,,서울특별시 중랑구 겸재로49길 22 1층 (면목동),서울특별시 중랑구 면목동  100번지 30호  
3060000,211,1999,1,미용업(일반),19990715,강헤어콜렉션,27,222084790,19990715,,20180410,면목본동,,,일반미용업,,0,,,4,,N,,3060000-211-1999-00001,내국인,,서울특별시 중랑구 겸재로49길 22 1층 (면목동),서울특별시 중랑구 면목동  100번지 30호  
3060000,211,1999,1,미용업(일반),19990715,강헤어콜렉션,33,222084790,19990715,,20130416,면목본동,,,일반미용업,,0,,,4,,N,,3060000-211-1999-00001,내국인,,서울특별시 중랑구 면목로 430 (면목동),서울특별시 중랑구 면목동  121번지 10호  
3060000,211,1999,1,미용업(일반),19990715,강헤어콜렉션,27,222084790,19990715,,20130416,면목본동,,,일반미용업,,0,,,4,,N,,3060000-211-1999-00001,내국인,,서울특별시 중랑구 면목로 430 (면목동),서울특별시 중랑구 면목동  121번지 10호  
3060000,211,1999,2,미용업(일반),19990422,라피네 헤어#,19.8,02 4928813,20140822,,20040202,중화제1동,,,일반미용업,,0,0,0,2,0,N,0,3060000-211-1999-00002,내국인,,서울특별시 중랑구 동일로140길 7 (중화동),서울특별시 중랑구 중화동  283번지 21호  
3060000,211,1999,2,미용업(일반),19990422,Y스타일 헤어샵,19.8,02 4928813,20140822,,20040202,중화제1동,,,일반미용업,,0,0,0,2,0,N,0,3060000-211-1999-00002,내국인,,서울특별시 중랑구 동일로140길 7 (중화동),서울특별시 중랑구 중화동  283번지 21호  
3060000,211,1999,2,미용업(일반),19990422,라피네 헤어#,19.8,02 4928813,20200106,,20040202,중화제1동,,,일반미용업,,0,0,0,2,0,N,0,3060000-211-1999-00002,내국인,,서울특별시 중랑구 동일로140길 7 (중화동),서울특별시 중랑구 중화동  283번지 21호  
3060000,211,1999,2,미용업(일반),19990422,Y스타일 헤어샵,19.8,02 4928813,20200106,,20040202,중화제1동,,,일반미용업,,0,0,0,2,0,N,0,3060000-211-1999-00002,내국인,,서울특별시 중랑구 동일로140길 7 (중화동),서울특별시 중랑구 중화동  283번지 21호  
3060000,211,1999,3,미용업(일반),19990204,끼순미용실,31.23,02 4393295,20020927,,20141120,면목제3.8동,,,일반미용업,,0,,,3,,N,,3060000-211-1999-00003,내국인,,서울특별시 중랑구 용마산로94길 43-19 지층 (면목동),서울특별시 중랑구 면목동  3번지 8호  
3060000,211,1999,4,미용업(일반),19990211,텔리헤어,20.24,02 5995705,20130712,,20161102,중화제2동,,,일반미용업,20131121,0,0,0,2,0,N,0,3060000-211-1999-00004,내국인,,서울특별시 중랑구 봉화산로16길 24 1층 101호 (중화동 골드스타빌),서울특별시 중랑구 중화동  304번지 22호  
3060000,211,2000,1,미용업(일반),20000921,까끄리머리방,27,,20010808,,20150611,면목본동,,,일반미용업,,0,,,3,,N,,3060000-211-2000-00001,내국인,,서울특별시 중랑구 면목로57길 43 (면목동),서울특별시 중랑구 면목동  552번지 1호  
3060000,211,2001,1,미용업(일반),20010308,박승철헤어스투디오,231,02 4383303,20131015,,20120912,면목제3.8동,20150902,영업부진,일반미용업,,0,,,15,,N,,3060000-211-2001-00001,내국인,,서울특별시 중랑구 사가정로 389 (면목동 금강빌딩4층),서울특별시 중랑구 면목동  496번지 4호  금강빌딩4층
3060000,211,2001,2,미용업(일반),20010308,레드라인헤어,48.14,,20030422,,20140113,상봉제2동,,,일반미용업,20110928,0,0,0,4,0,N,0,3060000-211-2001-00002,내국인,,서울특별시 중랑구 망우로32길 28 (상봉동),서울특별시 중랑구 상봉동  130번지 22호  
3060000,211,2002,1,미용업(일반),20021107,우리머리방,41.34,,20021107,,20121112,신내1동,,,일반미용업,20060523,0,,,2,,N,,3060000-211-2002-00001,내국인,,서울특별시 중랑구 용마산로125길 62-43 (신내동),서울특별시 중랑구 신내동  499번지 11호  
3060000,211,2003,1,미용업(일반),20030225,아가도스헤어숍,25,,20110110,,20030225,망우본동,,,일반미용업,,0,,,3,,N,,3060000-211-2003-00001,내국인,,서울특별시 중랑구 망우로68길 82 (망우동),서울특별시 중랑구 망우동  403번지 26호  
3060000,211,2003,2,미용업(일반),20030210,예은헤어짱,22,02  4393358,20130320,,20030205,면목제3.8동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2003-00002,내국인,,서울특별시 중랑구 면목로49길 34 (면목동),서울특별시 중랑구 면목동  573번지 15호  
3060000,211,2003,3,미용업(일반),20030107,맨스헤어(Man's Hair),23.1,02 4950468,20030107,,20030107,면목제3.8동,,,일반미용업,,0,0,0,4,0,N,,3060000-211-2003-00003,내국인,,서울특별시 중랑구 면목로 341 (면목동),서울특별시 중랑구 면목동  497번지 7호  
3060000,211,2003,4,미용업(일반),20031211,이보경헤어샵,25,,20111024,,20140630,면목제3.8동,,,일반미용업,20111208,0,0,0,3,0,N,0,3060000-211-2003-00004,내국인,,서울특별시 중랑구 면목로48길 19 (면목동),서울특별시 중랑구 면목동  458번지 49호  
3060000,211,2003,4,미용업(일반),20031211,김송정 머리터,25,,20111024,,20140630,면목제3.8동,,,일반미용업,20111208,0,0,0,3,0,N,0,3060000-211-2003-00004,내국인,,서울특별시 중랑구 면목로48길 19 (면목동),서울특별시 중랑구 면목동  458번지 49호  
3060000,211,2003,4,미용업(일반),20031211,이보경헤어샵,25,,20180202,,20140630,면목제3.8동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2003-00004,내국인,,서울특별시 중랑구 면목로48길 19 (면목동),서울특별시 중랑구 면목동  458번지 49호  
3060000,211,2003,4,미용업(일반),20031211,김송정 머리터,25,,20180202,,20140630,면목제3.8동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2003-00004,내국인,,서울특별시 중랑구 면목로48길 19 (면목동),서울특별시 중랑구 면목동  458번지 49호  
3060000,211,2003,5,미용업(일반),20030410,조이헤어클럽,26.4,02 9370977,20140702,,20030410,중화제1동,20140730,영업부진,일반미용업,,0,,,4,,N,,3060000-211-2003-00005,내국인,,서울특별시 중랑구 동일로 752 (중화동한신상가105호),서울특별시 중랑구 중화동  450번지  한신상가105호
3060000,211,2003,6,미용업(일반),20031106,머리쟁이,23.1,02 4369347,20031106,,20140716,면목본동,,,일반미용업,,0,,,3,,N,,3060000-211-2003-00006,내국인,,서울특별시 중랑구 면목로56길 35 1층 (면목동),서울특별시 중랑구 면목동  408번지 27호  
3060000,211,2003,7,미용업(일반),20031208,백경자 헤어메이크업,59,02 9485068,20031208,,20140718,묵제1동,20180529,건강상,일반미용업,,0,,,3,,N,,3060000-211-2003-00007,내국인,,서울특별시 중랑구 공릉로 38-3 (묵동),서울특별시 중랑구 묵동  171번지 14호  
3060000,211,2003,8,미용업(일반),20031127,김승희 헤어,29.7,,20150309,,20031127,망우제3동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2003-00008,내국인,,서울특별시 중랑구 용마산로106길 7 (망우동),서울특별시 중랑구 망우동  410번지 6호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28.39,02 4338043,20030725,,20190123,묵제2동,,,일반미용업,20110928,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 중랑역로 233 1층 (묵동),서울특별시 중랑구 묵동  235번지 9호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28,02 4338043,20030725,,20190123,묵제2동,,,일반미용업,20110928,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 중랑역로 233 1층 (묵동),서울특별시 중랑구 묵동  235번지 9호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28.39,02 4338043,20030725,,20150504,면목제2동,,,일반미용업,20110928,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 봉우재로5길 3 (면목동),서울특별시 중랑구 면목동  191번지 22호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28,02 4338043,20030725,,20150504,면목제2동,,,일반미용업,20110928,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 봉우재로5길 3 (면목동),서울특별시 중랑구 면목동  191번지 22호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28.39,02 4338043,20190722,,20190123,묵제2동,,,일반미용업,20190719,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 중랑역로 233 1층 (묵동),서울특별시 중랑구 묵동  235번지 9호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28,02 4338043,20190722,,20190123,묵제2동,,,일반미용업,20190719,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 중랑역로 233 1층 (묵동),서울특별시 중랑구 묵동  235번지 9호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28.39,02 4338043,20190722,,20150504,면목제2동,,,일반미용업,20190719,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 봉우재로5길 3 (면목동),서울특별시 중랑구 면목동  191번지 22호  
3060000,211,2003,9,미용업(일반),20030725,오즈헤어,28,02 4338043,20190722,,20150504,면목제2동,,,일반미용업,20190719,0,0,0,3,0,N,0,3060000-211-2003-00009,내국인,,서울특별시 중랑구 봉우재로5길 3 (면목동),서울특별시 중랑구 면목동  191번지 22호  
3060000,211,2004,1,미용업(일반),20040511,다임헤어,64.8,02 4354788,20130903,,20080605,망우본동,20190805,정부24 민원신청,일반미용업,,0,,,3,,N,,3060000-211-2004-00001,내국인,,서울특별시 중랑구 망우로74길 20 (망우동),서울특별시 중랑구 망우동  184번지 32호  
3060000,211,2004,2,미용업(일반),20040902,코코미용실,38.64,,20040902,,20141001,망우본동,,,일반미용업,,0,,,2,,N,,3060000-211-2004-00002,내국인,,서울특별시 중랑구 용마산로115나길 17 (망우동),서울특별시 중랑구 망우동  491번지 11호  
3060000,211,2004,3,미용업(일반),20040513,최강헤어,17.68,,20040513,,20160310,신내1동,20180212,기타(민원24시로 신고),일반미용업,,0,,,3,,N,,3060000-211-2004-00003,내국인,,서울특별시 중랑구 봉화산로 221 116호 (신내동),서울특별시 중랑구 신내동  786번지  -116
3060000,211,2005,1,미용업(일반),20051209,헤라헤어,33,,20151230,,20051209,면목제2동,20190430,영업부진,일반미용업,,0,,,3,,N,,3060000-211-2005-00001,내국인,,서울특별시 중랑구 겸재로3길 30 (면목동),서울특별시 중랑구 면목동  177번지 38호  
3060000,211,2005,2,미용업(일반),20050701,머리사랑,78.64,234216007,20110713,,20050701,신내1동,20151123,개인사정,일반미용업,20111222,0,,,4,,N,,3060000-211-2005-00002,내국인,,서울특별시 중랑구 봉화산로 221 201호 (신내동동성타워프라자),서울특별시 중랑구 신내동  786번지  동성타워프라자-201
3060000,211,2005,3,미용업(일반),20050817,엘 샤론 헤어,24,02432 9060,20140311,,20100831,상봉제1동,20180327,영업종료,일반미용업,,0,,,4,,N,,3060000-211-2005-00003,내국인,,서울특별시 중랑구 신내로7가길 64 (상봉동지상1층),서울특별시 중랑구 상봉동  19번지 25호  지상1층
3060000,211,2005,4,미용업(일반),20050602,헤어토크,23.1,02 9734255,20050602,,20050602,묵제2동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2005-00004,내국인,,서울특별시 중랑구 동일로151길 37 (묵동),서울특별시 중랑구 묵동  246번지 13호  
3060000,211,2005,5,미용업(일반),20050124,이레미용실,15,02 4920032,20050916,,20170807,면목제7동,,,일반미용업,20051028,0,,,3,,N,,3060000-211-2005-00005,내국인,,서울특별시 중랑구 면목로39길 23 1층 (면목동),서울특별시 중랑구 면목동  651번지 1호  
3060000,211,2006,1,미용업(일반),20060824,준오헤어,95.35,234210615,20120120,,20120120,신내2동,,,일반미용업,,0,,,7,,N,,3060000-211-2006-00001,내국인,,서울특별시 중랑구 신내로 201 (신내동 홈플러스신내점1층),서울특별시 중랑구 신내동  645번지  홈플러스신내점1층
3060000,211,2006,2,미용업(일반),20061108,리안헤어 중랑역점,157.49,,20080711,,20140226,상봉제2동,,,일반미용업,20080729,0,,,8,,N,,3060000-211-2006-00002,내국인,,서울특별시 중랑구 망우로 206 2층 (상봉동),서울특별시 중랑구 상봉동  130번지 146호  
3060000,211,2006,3,미용업(일반),20060512,지오헤어,38.26,02 9282880,20060512,,20140414,묵제2동,,,일반미용업,20060929,0,,,4,,N,,3060000-211-2006-00003,내국인,,서울특별시 중랑구 중랑역로 151 (묵동),서울특별시 중랑구 묵동  246번지 9호  
3060000,211,2006,4,미용업(일반),20061113,보미 헤어라운지,24.38,031 5595014,20100705,,20141020,중화제1동,20180830,사업부진,일반미용업,20110511,0,,,3,,N,,3060000-211-2006-00004,내국인,,서울특별시 중랑구 동일로 752 상가동 105호 (중화동 한산아파트 ),서울특별시 중랑구 중화동  450번지  
3060000,211,2007,1,미용업(일반),20070416,티는헤어,29.6,,20130422,,20130116,면목제3.8동,,,일반미용업,,0,,,3,,N,,3060000-211-2007-00001,내국인,,서울특별시 중랑구 용마산로70길 11 (면목동),서울특별시 중랑구 면목동  1064번지 7호  
3060000,211,2007,2,미용업(일반),20070531,정운미용실,45.51,02 9751228,20120808,,20120808,묵제2동,,,일반미용업,20120517,0,,,4,,N,,3060000-211-2007-00002,내국인,,서울특별시 중랑구 동일로149길 35 (묵동),서울특별시 중랑구 묵동  249번지 85호  
3060000,211,2007,3,미용업(일반),20070611,홍헤어샵,19.5,234220270,20070611,,20120831,상봉제1동,,,일반미용업,20071102,0,,,3,,N,,3060000-211-2007-00003,내국인,,서울특별시 중랑구 상봉중앙로6가길 7 (상봉동),서울특별시 중랑구 상봉동  257번지 20호  
3060000,211,2007,4,미용업(일반),20070906,헤어 하성기,69.59,,20131227,,20070906,면목제7동,20161201,개인사정,일반미용업,,0,0,0,7,0,N,0,3060000-211-2007-00004,내국인,,서울특별시 중랑구 사가정로52길 5 (면목동),서울특별시 중랑구 면목동  634번지 17호  
3060000,211,2007,5,미용업(일반),20070312,헬로펌,31.2,02 4990766,20160706,,20140217,신내1동,20180122,건강상 이유,일반미용업,20160614,0,,,4,,N,,3060000-211-2007-00005,내국인,,서울특별시 중랑구 신내역로 165 상가동 103호 (신내동 우디안아파트),서울특별시 중랑구 신내동  817번지 상가 우디안아파트-103
3060000,211,2007,6,미용업(일반),20070501,머리해요,26.4,,20140317,,20190115,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로54길 19 1층 101호 (면목동),서울특별시 중랑구 면목동  70번지 68호  
3060000,211,2007,6,미용업(일반),20070501,머리해요,33,,20140317,,20190115,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로54길 19 1층 101호 (면목동),서울특별시 중랑구 면목동  70번지 68호  
3060000,211,2007,6,미용업(일반),20070501,신서영헤어,26.4,,20140317,,20190115,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로54길 19 1층 101호 (면목동),서울특별시 중랑구 면목동  70번지 68호  
3060000,211,2007,6,미용업(일반),20070501,신서영헤어,33,,20140317,,20190115,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로54길 19 1층 101호 (면목동),서울특별시 중랑구 면목동  70번지 68호  
3060000,211,2007,6,미용업(일반),20070501,머리해요,26.4,,20140317,,20070501,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로 215 (면목동),서울특별시 중랑구 면목동  103번지 18호  
3060000,211,2007,6,미용업(일반),20070501,머리해요,33,,20140317,,20070501,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로 215 (면목동),서울특별시 중랑구 면목동  103번지 18호  
3060000,211,2007,6,미용업(일반),20070501,신서영헤어,26.4,,20140317,,20070501,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로 215 (면목동),서울특별시 중랑구 면목동  103번지 18호  
3060000,211,2007,6,미용업(일반),20070501,신서영헤어,33,,20140317,,20070501,면목본동,,,일반미용업,,0,0,0,3,0,N,0,3060000-211-2007-00006,내국인,,서울특별시 중랑구 겸재로 215 (면목동),서울특별시 중랑구 면목동  103번지 18호  
3060000,211,2007,7,미용업(일반),20070718,수에르떼헤어샵,149.07,02 4343778,20140626,,20121115,상봉제2동,20160107,영업종료,일반미용업,,0,,,8,,N,,3060000-211-2007-00007,내국인,,서울특별시 중랑구 망우로 270 (상봉동),서울특별시 중랑구 상봉동  118번지 0호  
3060000,211,2007,8,미용업(일반),20070920,길 헤어아트,27,02   4397799,20080724,,20070920,중화제1동,,,일반미용업,20080903,0,0,0,5,0,N,0,3060000-211-2007-00008,내국인,,서울특별시 중랑구 동일로 752 (중화동한신상가218호),서울특별시 중랑구 중화동  450번지  한신상가218호
3060000,211,2007,9,미용업(일반),20070205,김보영 머리사랑,52.37,02 4323317,20151016,,20070205,상봉제1동,,,일반미용업,,0,,,5,,N,,3060000-211-2007-00009,내국인,,서울특별시 중랑구 상봉중앙로 40 (상봉동),서울특별시 중랑구 상봉동  263번지 11호  
3060000,211,2007,10,미용업(일반),20070501,위드헤어,24.62,222083654,20070501,,20190408,면목제3.8동,,,일반미용업,20070705,0,0,0,3,0,N,0,3060000-211-2007-00010,내국인,,서울특별시 중랑구 면목로44가길 53 1층 (면목동 현진리치빌),서울특별시 중랑구 면목동  428번지 5호  현진리치빌
